Events for energy 44.96472 GeV:
Cross section pb: 0.11173789346132222
Total number of events: 994976

pid = -11, p = (-0.324623296931134, 0.287406002950796, 18.798157891024314, 18.803157257557658), Parent_PIDs = (-11, 90), theta = 0.023060377872735602, phi = 2.4169293623294865
pid = 22, p = (-0.6570265546842132, 0.4836118578373588, 6.700521072962482, 6.750003479392836), Parent_PIDs = (22, 22), theta = 0.12115855094535849, phi = 2.507072121072894
pid = 2112, p = (0.09622328504625693, -0.32675704416726004, 2.738252537502099, 2.9149353046911184), Parent_PIDs = (1, 2101), theta = 0.1237612361702303, phi = 4.998773528377776
pid = 22, p = (0.504270114138158, -0.29123503948895946, 0.5420387424588604, 0.7955577883255427), Parent_PIDs = (221, 90), theta = 0.8212159004945672, phi = 5.759445913982654
pid = 13, p = (0.11302840729326019, -0.00862045317902331, 0.22257141327832833, 0.2712043559328925), Parent_PIDs = (221, 90), theta = 0.47106361753612896, phi = 6.207064648999345
pid = -13, p = (0.05127893261247732, 0.05576685161689625, 0.2944655554977247, 0.3218904621819657), Parent_PIDs = (221, 90), theta = 0.25181604420177633, phi = 0.827298853812618
pid = 211, p = (0.0909953930207898, 0.029720449887560424, 1.4716652287742042, 1.4813648426959372), Parent_PIDs = (223, 90), theta = 0.06495453765573646, phi = 0.31569181388324347
pid = -211, p = (-0.15931662493444748, -0.0616603379668843, 0.5487723481986038, 0.5914513160912769), Parent_PIDs = (223, 90), theta = 0.3017909055660321, phi = 3.5108683719542237
pid = 22, p = (-0.0012483871124169404, 0.013935315432106233, 0.017053485566651254, 0.022058396508965322), Parent_PIDs = (111, 90), theta = 0.6870722767051927, phi = 1.6601422421524354
pid = 22, p = (0.28641873155126973, -0.18216760292259074, 0.9928420976655106, 1.0492645787573565), Parent_PIDs = (111, 90), theta = 0.3294307837995457, phi = 5.716701806539541

pid = -11, p = (-0.324623296931134, 0.287406002950796, 18.798157891024314, 18.803157257557658), Parent_PIDs = (-11, 90), theta = 0.023060377872735602, phi = 2.4169293623294865
pid = 22, p = (-0.6570265546842132, 0.4836118578373588, 6.700521072962482, 6.750003479392836), Parent_PIDs = (22, 22), theta = 0.12115855094535849, phi = 2.507072121072894
pid = 2112, p = (0.09622328504625693, -0.32675704416726004, 2.738252537502099, 2.9149353046911184), Parent_PIDs = (1, 2101), theta = 0.1237612361702303, phi = 4.998773528377776
pid = 22, p = (0.504270114138158, -0.29123503948895946, 0.5420387424588604, 0.7955577883255427), Parent_PIDs = (221, 90), theta = 0.8212159004945672, phi = 5.759445913982654
pid = 13, p = (0.11302840729326019, -0.00862045317902331, 0.22257141327832833, 0.2712043559328925), Parent_PIDs = (221, 90), theta = 0.47106361753612896, phi = 6.207064648999345
pid = -13, p = (0.05127893261247732, 0.05576685161689625, 0.2944655554977247, 0.3218904621819657), Parent_PIDs = (221, 90), theta = 0.25181604420177633, phi = 0.827298853812618
pid = 211, p = (0.0909953930207898, 0.029720449887560424, 1.4716652287742042, 1.4813648426959372), Parent_PIDs = (223, 90), theta = 0.06495453765573646, phi = 0.31569181388324347
pid = -211, p = (-0.15931662493444748, -0.0616603379668843, 0.5487723481986038, 0.5914513160912769), Parent_PIDs = (223, 90), theta = 0.3017909055660321, phi = 3.5108683719542237
pid = 22, p = (-0.0012483871124169404, 0.013935315432106233, 0.017053485566651254, 0.022058396508965322), Parent_PIDs = (111, 90), theta = 0.6870722767051927, phi = 1.6601422421524354
pid = 22, p = (0.28641873155126973, -0.18216760292259074, 0.9928420976655106, 1.0492645787573565), Parent_PIDs = (111, 90), theta = 0.3294307837995457, phi = 5.716701806539541

pid = -11, p = (-0.324623296931134, 0.287406002950796, 18.798157891024314, 18.803157257557658), Parent_PIDs = (-11, 90), theta = 0.023060377872735602, phi = 2.4169293623294865
